dataset,identity_id,split,expected_sex,editorial_ethnicity,expected_looks,image_path,before_raw,after_raw,raw_delta,before_display,after_display,before_abs_display_error,after_abs_display_error,display_error_improvement,before_rank_error,after_rank_error,rank_error_improvement,representative_image_before_raw,representative_image_after_raw,crop_requested_fits,crop_source_contained,crop_side_px,crop_shift_x_px,crop_shift_y_px,crop_pad_left_px,crop_pad_top_px,crop_pad_right_px,crop_pad_bottom_px,crop_padding_area_pct,crop_face_visible_pct,reliability
canonical,kato-kaelin,train,m,white,5.0,images/roster/kato-kaelin.jpg,2.257,2.257,0.0,2.9559446421385847,2.9559446421385847,2.0440553578614153,2.0440553578614153,0.0,0.16049382716049382,0.16049382716049382,0.0,2.257,2.257,true,true,98.41,0,0,0,0,0,0,0,100,"small/distant face (~59px of real detail) — score is rougher than a tight, sharp headshot."
canonical,kevin-hart,train,m,black,5.6,images/roster/kevin-hart.jpg,2.241,2.241,0.0,2.8724292508966442,2.8724292508966442,2.7275707491033554,2.7275707491033554,0.0,0.2962962962962963,0.2962962962962963,0.0,2.241,2.241,true,true,565.73,0,0,0,0,0,0,0,100,
canonical,kim-kardashian,train,f,white,8.5,images/roster/kim-kardashian.jpg,4.073,4.073,0.0,7.515344059313838,7.515344059313838,0.9846559406861619,0.9846559406861619,0.0,0.17469879518072284,0.17469879518072284,0.0,4.073,4.073,true,true,109.66,0,0,0,0,0,0,0,100,"small/distant face (~64px of real detail) — score is rougher than a tight, sharp headshot."
canonical,lana-condor,validation,f,east-asian,8.0,images/roster/lana-condor.jpg,2.839,2.839,0.0,5.488302265273989,5.488302265273989,2.5116977347260114,2.5116977347260114,0.0,0.40963855421686746,0.40963855421686746,0.0,2.839,2.839,true,true,229.53,0,0,0,0,0,0,0,100,
canonical,lebron-james,validation,m,black,7.0,images/roster/lebron-james.jpg,1.95,1.897,-0.052999999999999936,2.1621906294940203,2.1153022243782766,4.83780937050598,4.884697775621723,-0.04688840511574366,0.5617283950617284,0.5617283950617284,0.0,1.95,1.897,true,true,700.2,0,-68.98,0,0,0,0,0,100,
canonical,leonardo-dicaprio,train,m,white,9.3,images/roster/leonardo-dicaprio.jpg,2.688,2.688,0.0,4.729801691744994,4.729801691744994,4.570198308255007,4.570198308255007,0.0,0.8024691358024691,0.8024691358024691,0.0,2.688,2.688,true,true,389.48,0,0,0,0,0,0,0,100,
canonical,lilypichu,train,f,east-asian,7.0,images/roster/lilypichu.jpg,3.024,3.024,0.0,5.909324854717526,5.909324854717526,1.0906751452824741,1.0906751452824741,0.0,0.024096385542168697,0.024096385542168697,0.0,3.024,3.024,true,true,216.99,0,0,0,0,0,0,0,100,non-standard framing (head turned (~24°); head tilted sideways (~12°)) — scored on your override; expect a rougher read.
canonical,lisa-blackpink,validation,f,east-asian,8.9,images/roster/lisa-blackpink.jpg,4.065,4.065,0.0,7.490926604971248,7.490926604971248,1.4090733950287522,1.4090733950287522,0.0,0.06626506024096379,0.06626506024096379,0.0,4.065,4.065,true,true,394.3,0,0,0,0,0,0,0,100,
canonical,lizzo,train,f,black,5.0,images/roster/lizzo.jpg,2.513,2.513,0.0,3.914752250876355,3.914752250876355,1.0852477491236452,1.0852477491236452,0.0,0.10240963855421688,0.10240963855421688,0.0,2.513,2.513,true,true,93.02,0,0,0,0,0,0,0,100,"small/distant face (~56px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read."
canonical,mama-june,validation,f,white,3.5,images/roster/mama-june.jpg,3.401,3.401,0.0,6.3368641764594695,6.3368641764594695,2.8368641764594695,2.8368641764594695,0.0,0.4397590361445783,0.4397590361445783,0.0,3.401,3.401,true,true,511.87,0,0,0,0,0,0,0,100,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
canonical,marina-laswick,train,f,white,8.9,images/roster/marina-laswick.jpg,4.227,4.227,0.0,8.19837380818172,8.19837380818172,0.7016261918182796,0.7016261918182796,0.0,0.13855421686746983,0.13855421686746983,0.0,4.227,4.227,true,true,386.15,0,0,0,0,0,0,0,100,non-standard framing (head turned (~20°); head tilted sideways (~10°)) — scored on your override; expect a rougher read.
canonical,martin-shkreli,train,m,white,4.0,images/roster/martin-shkreli.jpg,3.01,3.01,0.0,5.885836658899691,5.885836658899691,1.8858366588996907,1.8858366588996907,0.0,0.2839506172839506,0.2839506172839506,0.0,3.01,3.01,true,true,593.67,0,0,0,0,0,0,0,100,non-standard framing (head turned (~12°); head tilted sideways (~12°)) — scored on your override; expect a rougher read.
canonical,maya-higa,train,f,mixed,7.4,images/roster/maya-higa.jpg,3.18,3.18,0.0,6.1179687488700925,6.1179687488700925,1.282031251129908,1.282031251129908,0.0,0.060240963855421714,0.060240963855421714,0.0,3.18,3.18,true,true,174.08,0,0,0,0,0,0,0,100,"small/distant face (~107px of real detail) — score is rougher than a tight, sharp headshot."
canonical,melissa-bonny,train,f,white,7.9,images/roster/melissa-bonny.jpg,2.712,2.712,0.0,4.845221681239689,4.845221681239689,3.0547783187603113,3.0547783187603113,0.0,0.40361445783132527,0.40361445783132527,0.0,2.712,2.712,true,true,282,0,0,0,0,0,0,0,100,
canonical,mila-kunis,train,f,white,8.5,images/roster/mila-kunis.jpg,3.774,3.774,0.0,6.7501092369080276,6.7501092369080276,1.7498907630919724,1.7498907630919724,0.0,0.030120481927710885,0.030120481927710885,0.0,3.774,3.774,true,true,107.82,0,0,0,0,0,0,0,100,"small/distant face (~70px of real detail) — score is rougher than a tight, sharp headshot."
canonical,mindy-kaling,holdout,f,south-asian,5.5,images/roster/mindy-kaling.jpg,3.363,3.363,0.0,6.296858648942072,6.296858648942072,0.7968586489420719,0.7968586489420719,0.0,0.25903614457831325,0.25903614457831325,0.0,3.363,3.363,true,true,113.48,0,0,0,0,0,0,0,100,"small/distant face (~71px of real detail) — score is rougher than a tight, sharp headshot."
canonical,mrbeast,holdout,m,white,6.1,images/roster/mrbeast.jpg,3.023,3.023,0.0,5.907660360383251,5.907660360383251,0.1923396396167485,0.1923396396167485,0.0,0.006172839506172867,0.006172839506172867,0.0,3.023,3.023,true,true,510.05,0,0,0,0,0,0,0,100,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
canonical,neymar,holdout,m,latino,7.6,images/roster/neymar.jpg,3.381,3.381,0.0,6.315978110179703,6.315978110179703,1.2840218898202966,1.2840218898202966,0.0,0.03703703703703709,0.03703703703703709,0.0,3.381,3.381,true,true,534,0,0,0,0,0,0,0,100,
canonical,ninja,validation,m,white,6.6,images/roster/ninja.jpg,2.721,2.721,0.0,4.888950181588637,4.888950181588637,1.7110498184113627,1.7110498184113627,0.0,0.30246913580246915,0.30246913580246915,0.0,2.721,2.721,true,true,202.36,0,0,0,0,0,0,0,100,non-standard framing (head tilted sideways (~18°)) — scored on your override; expect a rougher read.
canonical,pauly-shore,holdout,m,white,4.0,images/roster/pauly-shore.jpg,2.746,2.746,0.0,5.035405314988457,5.035405314988457,1.0354053149884566,1.0354053149884566,0.0,0.1111111111111111,0.1111111111111111,0.0,2.746,2.746,true,true,95.67,0,0,0,0,0,0,0,100,"small/distant face (~57px of real detail) — score is rougher than a tight, sharp headshot."
canonical,piia-tamare,holdout,f,white,8.3,images/roster/piia-tamare.jpg,4.264,4.264,0.0,8.364999112743694,8.364999112743694,0.06499911274369374,0.06499911274369374,0.0,0.32530120481927716,0.32530120481927716,0.0,4.264,4.264,true,true,445.01,0,0,0,0,0,0,0,100,non-standard framing (head turned (~23°)) — scored on your override; expect a rougher read.
canonical,priyanka-chopra,holdout,f,south-asian,8.8,images/roster/priyanka-chopra.jpg,4.104,4.104,0.0,7.623694482065265,7.623694482065265,1.1763055179347361,1.1763055179347361,0.0,0.12650602409638556,0.12650602409638556,0.0,4.104,4.104,true,true,209.63,0,0,0,0,0,0,0,100,
canonical,rami-malek,train,m,middle-eastern,6.8,images/roster/rami-malek.jpg,3.589,3.589,0.0,6.5174744415291785,6.5174744415291785,0.2825255584708213,0.2825255584708213,0.0,0.2592592592592592,0.2592592592592592,0.0,3.589,3.589,true,true,629.01,0,0,0,0,0,0,0,100,
canonical,rihanna,validation,f,black,9.1,images/roster/rihanna.jpg,2.324,2.324,0.0,3.204319533223591,3.204319533223591,5.895680466776408,5.895680466776408,0.0,0.891566265060241,0.891566265060241,0.0,2.324,2.324,true,true,569.53,0,0,0,0,0,0,0,100,
canonical,robert-pattinson,train,m,white,8.9,images/roster/robert-pattinson.jpg,4.1,4.1,0.0,7.607987341865904,7.607987341865904,1.2920126581340963,1.2920126581340963,0.0,0.09876543209876543,0.09876543209876543,0.0,4.1,4.1,true,true,539.83,0,0,0,0,0,0,0,100,
canonical,roseanne-barr,train,f,white,3.5,images/roster/roseanne-barr.jpg,3.28,3.28,0.0,6.218992200271911,6.218992200271911,2.718992200271911,2.718992200271911,0.0,0.35542168674698793,0.35542168674698793,0.0,3.28,3.28,true,true,121.62,0,0,0,0,0,0,0,100,"small/distant face (~75px of real detail) — score is rougher than a tight, sharp headshot."
canonical,rosie-odonnell,train,f,white,3.8,images/roster/rosie-odonnell.jpg,2.956,2.945,-0.01100000000000012,5.790795548429244,5.766140001518567,1.9907955484292446,1.9661400015185668,0.024655546910677728,0.20481927710843373,0.20481927710843373,0.0,2.956,2.945,true,true,679.86,0,-60.27,0,0,0,0,0,100,non-standard framing (head tilted sideways (~18°)) — scored on your override; expect a rougher read.
canonical,scarlett-johansson,train,f,white,9.2,images/roster/scarlett-johansson.jpg,3.057,3.057,0.0,5.954718356028401,5.954718356028401,3.245281643971598,3.245281643971598,0.0,0.5963855421686747,0.5963855421686747,0.0,3.057,3.057,true,true,93.17,0,0,0,0,0,0,0,100,"small/distant face (~55px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read."
canonical,serena-williams,train,f,black,6.4,images/roster/serena-williams.jpg,3.285,3.285,0.0,6.223444694610674,6.223444694610674,0.17655530538932673,0.17655530538932673,0.0,0.13253012048192775,0.13253012048192775,0.0,3.285,3.285,false,true,891.23,0,0,28.16,23.75,63.07,67.48,19.43,100,non-standard framing (head turned (~21°); head tilted sideways (~20°)) — scored on your override; expect a rougher read.
canonical,simone-biles,validation,f,black,6.5,images/roster/simone-biles.jpg,2.15,2.15,0.0,2.5829048732375397,2.5829048732375397,3.9170951267624603,3.9170951267624603,0.0,0.3132530120481928,0.3132530120481928,0.0,2.15,2.15,true,true,474.87,0,0,0,0,0,0,0,100,
canonical,simu-liu,train,m,east-asian,7.7,images/roster/simu-liu.jpg,2.497,2.497,0.0,3.842225180971928,3.842225180971928,3.857774819028072,3.857774819028072,0.0,0.6049382716049383,0.6049382716049383,0.0,2.497,2.497,true,true,342.16,0,0,0,0,0,0,0,100,
canonical,snoop-dogg,validation,m,black,5.4,images/roster/snoop-dogg.jpg,2.497,2.497,0.0,3.842225180971928,3.842225180971928,1.5577748190280722,1.5577748190280722,0.0,0.14814814814814814,0.14814814814814814,0.0,2.497,2.497,true,true,422.29,0,0,0,0,0,0,0,100,
canonical,sofia-vergara,validation,f,latino,8.8,images/roster/sofia-vergara.jpg,2.774,2.774,0.0,5.18743631734067,5.18743631734067,3.6125636826593306,3.6125636826593306,0.0,0.6566265060240963,0.6566265060240963,0.0,2.774,2.774,true,true,471.25,0,0,0,0,0,0,0,100,non-standard framing (head turned (~21°); head tilted sideways (~11°)) — scored on your override; expect a rougher read.
canonical,spencer-pratt,train,m,white,5.5,images/roster/spencer-pratt.jpg,3.317,3.354,0.03699999999999992,6.252117216259216,6.287354584806208,0.752117216259216,0.7873545848062076,-0.035237368546991554,0.3209876543209877,0.3209876543209877,0.0,3.317,3.354,true,true,381.89,0,-16.98,0,0,0,0,0,100,
canonical,susan-boyle,train,f,white,3.0,images/roster/susan-boyle.jpg,2.934,2.934,0.0,5.74013758328237,5.74013758328237,2.74013758328237,2.74013758328237,0.0,0.25903614457831325,0.25903614457831325,0.0,2.934,2.934,true,true,107.08,0,0,0,0,0,0,0,100,"small/distant face (~67px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read."
canonical,sydney-sweeney,holdout,f,white,9.0,images/roster/sydney-sweeney.jpg,3.119,3.119,0.0,6.0436507636126935,6.0436507636126935,2.9563492363873065,2.9563492363873065,0.0,0.5421686746987951,0.5421686746987951,0.0,3.119,3.119,true,true,78.54,0,0,0,0,0,0,0,100,"small/distant face (~48px of real detail) — score is rougher than a tight, sharp headshot."
canonical,taylor-swift,validation,f,white,7.5,images/roster/taylor-swift.jpg,3.584,3.584,0.0,6.5114706726992875,6.5114706726992875,0.9885293273007125,0.9885293273007125,0.0,0.14457831325301213,0.14457831325301213,0.0,3.584,3.584,true,true,77.84,0,0,0,0,0,0,0,100,"small/distant face (~49px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~10°)) — scored on your override; expect a rougher read."
canonical,tila-tequila,train,f,east-asian,5.0,images/roster/tila-tequila.jpg,3.289,3.289,0.0,6.22701196395703,6.22701196395703,1.2270119639570298,1.2270119639570298,0.0,0.2831325301204819,0.2831325301204819,0.0,3.289,3.289,true,true,75.62,0,0,0,0,0,0,0,100,"small/distant face (~44px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~20°); head tilted sideways (~18°)) — scored on your override; expect a rougher read."
canonical,travis-kelce,validation,m,white,7.0,images/roster/travis-kelce.jpg,3.922,3.922,0.0,7.010651188381596,7.010651188381596,0.010651188381595844,0.010651188381595844,0.0,0.35185185185185175,0.35185185185185175,0.0,3.922,3.922,true,true,620.41,0,0,0,0,0,0,0,100,
canonical,trisha-paytas,train,f,white,5.0,images/roster/trisha-paytas.jpg,2.885,2.885,0.0,5.625499291506067,5.625499291506067,0.6254992915060669,0.6254992915060669,0.0,0.09036144578313252,0.09036144578313252,0.0,2.885,2.885,true,true,257.03,0,0,0,0,0,0,0,100,
canonical,triss-merigold,train,f,white,8.5,images/roster/triss-merigold.jpg,3.48,3.433,-0.04700000000000015,6.408842517010349,6.368331213835029,2.091157482989651,2.131668786164971,-0.040511303175319924,0.22289156626506024,0.22289156626506024,0.0,3.48,3.433,true,true,240.45,0,-26.25,0,0,0,0,0,98.71,non-standard framing (head turned (~22°); head tilted sideways (~24°)) — scored on your override; expect a rougher read.
canonical,usain-bolt,train,m,black,7.7,images/roster/usain-bolt.jpg,2.415,2.415,0.0,3.5210582529470393,3.5210582529470393,4.178941747052961,4.178941747052961,0.0,0.6234567901234568,0.6234567901234568,0.0,2.415,2.415,true,true,207.18,0,0,0,0,0,0,0,100,
canonical,valkyrae,train,f,mixed,8.0,images/roster/valkyrae.jpg,3.314,3.314,0.0,6.249415913531222,6.249415913531222,1.7505840864687778,1.7505840864687778,0.0,0.14457831325301207,0.14457831325301207,0.0,3.314,3.314,true,true,258.09,0,0,0,0,0,0,0,100,
canonical,whoopi-goldberg,validation,f,black,3.5,images/roster/whoopi-goldberg.jpg,2.549,2.549,0.0,4.068862057530945,4.068862057530945,0.5688620575309447,0.5688620575309447,0.0,0.006024096385542167,0.006024096385542167,0.0,2.549,2.549,true,true,83.83,0,0,0,0,0,0,0,100,"small/distant face (~54px of real detail) — score is rougher than a tight, sharp headshot."
canonical,zendaya,train,f,mixed,9.0,images/roster/zendaya.jpg,3.987,3.987,0.0,7.1936908555139425,7.1936908555139425,1.8063091444860575,1.8063091444860575,0.0,0.012048192771084376,0.012048192771084376,0.0,3.987,3.987,true,true,87.55,0,0,0,0,0,0,0,100,"small/distant face (~53px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read."
canonical,qtcinderella,train,f,white,7.0,images/roster/qtcinderella.jpg,3.217,3.217,0.0,6.156895213290111,6.156895213290111,0.8431047867098886,0.8431047867098886,0.0,0.03614457831325302,0.04819277108433734,-0.01204819277108432,3.217,3.217,true,true,247.58,0,0,0,0,0,0,0,100,
canonical,angela-deem,train,f,white,2.5,images/roster/angela-deem.jpg,3.91,3.91,0.0,6.989291388706189,6.989291388706189,4.489291388706189,4.489291388706189,0.0,0.8192771084337349,0.8313253012048193,-0.012048192771084376,3.91,3.91,true,true,223.32,0,0,0,0,0,0,0,100,
canonical,anna-henrietta,holdout,f,white,7.5,images/roster/anna-henrietta.jpg,3.801,3.812,0.010999999999999677,6.789152166915731,6.806099204098558,0.7108478330842694,0.6939007959014418,0.01694703718282753,0.30120481927710846,0.31325301204819284,-0.012048192771084376,3.801,3.812,true,true,251.03,0,-20.87,0,0,0,0,0,100,non-standard framing (head turned (~23°)) — scored on your override; expect a rougher read.
canonical,gibi-asmr,train,f,white,7.2,images/roster/gibi-asmr.jpg,3.983,3.983,0.0,7.180502401243203,7.180502401243203,0.019497598756797352,0.019497598756797352,0.0,0.4698795180722891,0.4819277108433735,-0.012048192771084376,3.983,3.983,true,true,279.4,0,0,0,0,0,0,0,100,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
canonical,rachel-dolezal,holdout,f,white,4.0,images/roster/rachel-dolezal.jpg,3.192,3.192,0.0,6.1305398281115675,6.1305398281115675,2.1305398281115675,2.1305398281115675,0.0,0.2710843373493976,0.28313253012048195,-0.012048192771084376,3.192,3.192,true,true,266.61,0,0,0,0,0,0,0,100,non-standard framing (head turned (~14°)) — scored on your override; expect a rougher read.
canonical,tonya-harding,holdout,f,white,4.0,images/roster/tonya-harding.jpg,2.896,2.932,0.03600000000000003,5.655311161344384,5.736746584261255,1.6553111613443843,1.7367465842612546,-0.08143542291687034,0.1506024096385542,0.16265060240963858,-0.012048192771084376,2.896,2.932,false,true,146.19,3.07,0,8.19,0,0,0,5.61,100,"small/distant face (~91px of real detail) — score is rougher than a tight, sharp headshot."
canonical,whispersred,holdout,f,white,6.0,images/roster/whispersred.jpg,3.889,3.889,0.0,6.952723405218088,6.952723405218088,0.9527234052180882,0.9527234052180882,0.0,0.5120481927710843,0.5240963855421688,-0.012048192771084487,3.889,3.889,true,true,324.69,0,0,0,0,0,0,0,100,non-standard framing (head turned (~19°); head tilted sideways (~14°)) — scored on your override; expect a rougher read.
canonical,kanye-west,holdout,m,black,6.0,images/roster/kanye-west.jpg,3.621,3.621,0.0,6.556353015285434,6.556353015285434,0.5563530152854339,0.5563530152854339,0.0,0.42592592592592593,0.43827160493827155,-0.012345679012345623,3.621,3.621,true,true,609.24,0,0,0,0,0,0,0,100,
canonical,lewis-capaldi,validation,m,white,4.8,images/roster/lewis-capaldi.jpg,3.773,3.773,0.0,6.748696831420258,6.748696831420258,1.948696831420258,1.948696831420258,0.0,0.6790123456790124,0.691358024691358,-0.012345679012345623,3.773,3.773,true,true,408.95,0,0,0,0,0,0,0,100,non-standard framing (head turned (~22°)) — scored on your override; expect a rougher read.
canonical,michael-b-jordan,validation,m,black,9.0,images/roster/michael-b-jordan.jpg,2.815,2.815,0.0,5.384061391295366,5.384061391295366,3.615938608704634,3.615938608704634,0.0,0.6728395061728396,0.6851851851851852,-0.012345679012345623,2.815,2.815,true,true,95.87,0,0,0,0,0,0,0,100,"small/distant face (~56px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~19°)) — scored on your override; expect a rougher read."
canonical,ryan-gosling,train,m,white,8.5,images/roster/ryan-gosling.jpg,2.922,2.922,0.0,5.719811995785842,5.719811995785842,2.780188004214158,2.780188004214158,0.0,0.4567901234567901,0.4691358024691358,-0.012345679012345678,2.922,2.922,true,true,106.75,0,0,0,0,0,0,0,100,"small/distant face (~60px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~13°)) — scored on your override; expect a rougher read."
canonical,cristiano-ronaldo,holdout,m,white,9.0,images/roster/cristiano-ronaldo.jpg,3.486,3.486,0.0,6.4137527265189265,6.4137527265189265,2.5862472734810735,2.5862472734810735,0.0,0.20370370370370372,0.21604938271604945,-0.012345679012345734,3.486,3.486,true,true,619.07,0,0,0,0,0,0,0,100,non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read.
canonical,henry-cavill,train,m,white,9.5,images/roster/henry-cavill.jpg,3.523,3.523,0.0,6.444285650274514,6.444285650274514,3.055714349725486,3.055714349725486,0.0,0.2592592592592592,0.2716049382716049,-0.012345679012345734,3.523,3.523,true,true,99.03,0,0,0,0,0,0,0,100,"small/distant face (~55px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read."
canonical,idris-elba,train,m,black,9.0,images/roster/idris-elba.jpg,2.884,2.884,0.0,5.62298277305422,5.62298277305422,3.37701722694578,3.37701722694578,0.0,0.5987654320987654,0.6111111111111112,-0.012345679012345734,2.884,2.884,true,true,103.95,0,0,0,0,0,0,0,100,"small/distant face (~60px of real detail) — score is rougher than a tight, sharp headshot."
canonical,jensen-huang,holdout,m,east-asian,5.3,images/roster/jensen-huang.jpg,3.293,3.293,0.0,6.230583959731906,6.230583959731906,0.9305839597319059,0.9305839597319059,0.0,0.345679012345679,0.3580246913580247,-0.012345679012345734,3.293,3.293,true,true,327.45,0,0,0,0,0,0,0,100,
canonical,lionel-messi,train,m,latino,6.5,images/roster/lionel-messi.jpg,3.736,3.736,0.0,6.696426980358352,6.696426980358352,0.1964269803583516,0.1964269803583516,0.0,0.4012345679012345,0.41358024691358025,-0.012345679012345734,3.736,3.736,true,true,545.04,0,0,0,0,0,0,0,100,
canonical,zayn-malik,validation,m,mixed,8.5,images/roster/zayn-malik.jpg,4.111,4.113,0.002000000000000668,7.651843422313572,7.660047873083823,0.8481565776864279,0.8399521269161774,0.00820445077025056,0.19753086419753085,0.2098765432098766,-0.012345679012345734,4.111,4.113,true,true,725.29,0,-106.85,0,0,0,0,0,93.37,
canonical,aerith-gainsborough,train,f,other,8.5,images/roster/aerith-gainsborough.jpg,3.733,3.667,-0.06600000000000028,6.692219059055282,6.608598881899391,1.8077809409447179,1.8914011181006094,-0.08362017715589154,0.0662650602409639,0.09036144578313254,-0.02409638554216864,3.733,3.667,true,true,237.02,0,-35.34,0,0,0,0,0,93.12,non-standard framing (head turned (~20°); head tilted sideways (~17°)) — scored on your override; expect a rougher read.
canonical,amber-heard,train,f,white,8.5,images/roster/amber-heard.jpg,3.904,3.904,0.0,6.978740405878726,6.978740405878726,1.5212595941212737,1.5212595941212737,0.0,0.04216867469879515,0.06626506024096379,-0.02409638554216864,3.904,3.904,true,true,74.71,0,0,0,0,0,0,0,100,"small/distant face (~47px of real detail) — score is rougher than a tight, sharp headshot."
canonical,emma-watson,holdout,f,white,8.0,images/roster/emma-watson.jpg,3.673,3.673,0.0,6.6150125274632625,6.6150125274632625,1.3849874725367375,1.3849874725367375,0.0,0.06024096385542166,0.0843373493975903,-0.02409638554216864,3.673,3.673,true,true,239.26,0,0,0,0,0,0,0,100,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
canonical,billie-eilish,train,f,white,7.8,images/roster/billie-eilish.jpg,3.24,3.187,-0.05300000000000038,6.181349302085746,6.125295756851682,1.618650697914254,1.6747042431483177,-0.056053545234063584,0.09638554216867468,0.12048192771084337,-0.024096385542168697,3.24,3.187,true,true,667.99,0,-35.2,0,0,0,0,0,100,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
canonical,anne-hathaway,train,f,white,8.3,images/roster/anne-hathaway.jpg,3.706,3.706,0.0,6.655449852152916,6.655449852152916,1.6445501478470845,1.6445501478470845,0.0,0.0,0.024096385542168752,-0.024096385542168752,3.706,3.706,true,true,79.8,0,0,0,0,0,0,0,100,"small/distant face (~50px of real detail) — score is rougher than a tight, sharp headshot."
canonical,ed-sheeran,validation,m,white,4.5,images/roster/ed-sheeran.jpg,3.837,3.893,0.055999999999999606,6.8486545415566855,6.959611996907997,2.3486545415566855,2.459611996907997,-0.1109574553513113,0.7345679012345679,0.7592592592592593,-0.024691358024691357,3.837,3.893,true,true,667.69,0,-90.38,0,0,0,0,0,95.05,
canonical,eminem,validation,m,white,6.6,images/roster/eminem.jpg,3.237,3.237,0.0,6.178147984726703,6.178147984726703,0.42185201527329674,0.42185201527329674,0.0,0.01851851851851849,0.043209876543209846,-0.024691358024691357,3.237,3.237,true,true,247.33,0,0,0,0,0,0,0,100,
canonical,joe-rogan,train,m,white,5.5,images/roster/joe-rogan.jpg,3.253,3.253,0.0,6.195072474496252,6.195072474496252,0.6950724744962518,0.6950724744962518,0.0,0.24691358024691362,0.271604938271605,-0.024691358024691357,3.253,3.253,true,true,717.86,0,0,0,0,0,0,0,100,non-standard framing (head turned (~12°)) — scored on your override; expect a rougher read.
canonical,jordan-peterson,holdout,m,white,6.2,images/roster/jordan-peterson.jpg,3.247,3.247,0.0,6.188832955600446,6.188832955600446,0.011167044399553738,0.011167044399553738,0.0,0.1111111111111111,0.13580246913580246,-0.024691358024691357,3.247,3.247,true,true,409.45,0,0,0,0,0,0,0,100,non-standard framing (head tilted sideways (~23°)) — scored on your override; expect a rougher read.
canonical,kendrick-lamar,validation,m,black,6.1,images/roster/kendrick-lamar.jpg,3.048,3.082,0.03399999999999981,5.943634444491109,5.992092312416418,0.15636555550889053,0.10790768758358205,0.048457867925308484,0.006172839506172811,0.030864197530864168,-0.024691358024691357,3.048,3.082,true,true,751.36,40.83,-40.37,0,0,0,0,0,100,non-standard framing (head turned (~22°)) — scored on your override; expect a rougher read.
canonical,kevin-federline,holdout,m,white,5.5,images/roster/kevin-federline.jpg,3.088,3.088,0.0,6.001842310551671,6.001842310551671,0.5018423105516714,0.5018423105516714,0.0,0.13580246913580246,0.16049382716049382,-0.024691358024691357,3.088,3.088,true,true,111.82,0,0,0,0,0,0,0,100,"small/distant face (~66px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~18°); head tilted sideways (~11°)) — scored on your override; expect a rougher read."
canonical,logan-paul,train,m,white,7.3,images/roster/logan-paul.jpg,3.832,3.832,0.0,6.83796075585458,6.83796075585458,0.4620392441454202,0.4620392441454202,0.0,0.23456790123456783,0.2592592592592592,-0.024691358024691357,3.832,3.832,true,true,473.59,0,0,0,0,0,0,0,100,non-standard framing (head turned (~22°)) — scored on your override; expect a rougher read.
canonical,nicolas-cage,holdout,m,white,7.0,images/roster/nicolas-cage.jpg,2.966,2.958,-0.008000000000000007,5.807114766614635,5.7940561617619935,1.1928852333853648,1.2059438382380065,-0.013058604852641764,0.20370370370370378,0.22839506172839513,-0.024691358024691357,2.966,2.958,true,true,126.5,-0.03,0,0,0,0,0,0,100,"small/distant face (~73px of real detail) — score is rougher than a tight, sharp headshot."
canonical,rudy-giuliani,holdout,m,white,3.5,images/roster/rudy-giuliani.jpg,3.238,3.238,0.0,6.179214695746933,6.179214695746933,2.679214695746933,2.679214695746933,0.0,0.45679012345679015,0.4814814814814815,-0.024691358024691357,3.238,3.238,true,true,104.62,0,0,0,0,0,0,0,100,"small/distant face (~59px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read."
canonical,shia-labeouf,validation,m,white,6.5,images/roster/shia-labeouf.jpg,3.254,3.254,0.0,6.1959547386592995,6.1959547386592995,0.30404526134070053,0.30404526134070053,0.0,0.10493827160493824,0.1296296296296296,-0.024691358024691357,3.254,3.254,true,true,133.11,0,0,0,0,0,0,0,100,"small/distant face (~81px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~14°)) — scored on your override; expect a rougher read."
canonical,shaelah-mcgilton,validation,f,mixed,8.4,images/roster/shaelah-mcgilton.jpg,3.949,4.036,0.08699999999999974,7.082253280730745,7.387889634178542,1.3177467192692554,1.0121103658214583,0.30563635344779705,0.13855421686746994,0.18674698795180722,-0.04819277108433728,3.949,4.036,true,true,256.54,0,-6.7,0,0,0,0,0,100,
